movieId,vectorID,title,genres,tags,weight_rating,imdbId,page_content,Actors,Plot,Poster,Director,Language,Runtime
2902,2556,Psycho II (1983),"Horror,Mystery,Thriller","crappy sequel,franchise,good sequel,hitchcock,murder,original,sequel,sequels",2.925540065635615,tt0086154,"Movie's title: Psycho II (1983)
genres: Horror,Mystery,Thriller
tags: crappy sequel,franchise,good sequel,hitchcock,murder,original,sequel,sequels
plot: It's 22 years later. And Norman Bates is coming home. After being judged as ""legally sane"" in a court of law, Norman Bates is released from a mental institution, against the protests of Lila Loomis (the sister of Marion Crane). Upon his return to his home (and the motel which lays in its shadow) Norman strikes up a friendship with Mary, a waitress at a local diner. Just as he tries to adjust back to normality, the murders around the site of the Bates Motel. Has Mrs. Bates returned to pull Norman's strings again, or is the bloodbath someone else's handy work? 
actors: Anthony Perkins, Vera Miles, Meg Tilly
directors: Richard Franklin
language: English
runtime: 113 min","Anthony Perkins, Vera Miles, Meg Tilly","It's 22 years later. And Norman Bates is coming home. After being judged as ""legally sane"" in a court of law, Norman Bates is released from a mental institution, against the protests of Lila Loomis (the sister of Marion Crane). Upon his return to his home (and the motel which lays in its shadow) Norman strikes up a friendship with Mary, a waitress at a local diner. Just as he tries to adjust back to normality, the murders around the site of the Bates Motel. Has Mrs. Bates returned to pull Norman's strings again, or is the bloodbath someone else's handy work?",https://m.media-amazon.com/images/M/MV5BZjZhZDhiNTctOTIwYy00MGVmLWE1Y2ItMmZjZjllMWM3MjcwXkEyXkFqcGc@._V1_SX300.jpg,Richard Franklin,English,113 min
2903,2557,Psycho III (1986),"Horror,Thriller","franchise,murder,original,sequel,sequels,slasher",2.831354054739293,tt0091799,"Movie's title: Psycho III (1986)
genres: Horror,Thriller
tags: franchise,murder,original,sequel,sequels,slasher
plot: Norman Bates is back again running his ""quiet"" little motel a month after the events in Psycho II. Norman meets three new people, one being a beautiful young nun with whom his budding relationship is beginning to make his ""Mother"" jealous. He also hires a young man in need of a job to take care of the motel. A snooping reporter is showing interest in Norman's case. What will these new friends do for Norman? 
actors: Anthony Perkins, Diana Scarwid, Jeff Fahey
directors: Anthony Perkins
language: English
runtime: 93 min","Anthony Perkins, Diana Scarwid, Jeff Fahey","Norman Bates is back again running his ""quiet"" little motel a month after the events in Psycho II. Norman meets three new people, one being a beautiful young nun with whom his budding relationship is beginning to make his ""Mother"" jealous. He also hires a young man in need of a job to take care of the motel. A snooping reporter is showing interest in Norman's case. What will these new friends do for Norman?",https://m.media-amazon.com/images/M/MV5BOTYwM2Q2ZWQtZTFkYS00NTRiLWIxMGMtMWJkMzhkMzhkOTliXkEyXkFqcGc@._V1_SX300.jpg,Anthony Perkins,English,93 min
2904,2558,Rain (1932),Drama,"1930s,adapted from:book,based on a play,criterion,enigmatic,oscar (best actress),runaway,silent,talky",3.29807697102006,tt0023369,"Movie's title: Rain (1932)
genres: Drama
tags: 1930s,adapted from:book,based on a play,criterion,enigmatic,oscar (best actress),runaway,silent,talky
plot: For residents on the idyllic South Seas island of Pago Pago, life is simple until a boat arrives carrying two couples, the Davidsons (who are missionaries), the MacPhails and a prostitute named Sadie Thompson. Davidson is more than just a religious zealot; he's a mad man. When the boat, which was en route to another port, is temporarily stranded on the island due to a possible Cholera outbreak on-board, Sadie spends her time ""partying"" with the American soldiers stationed on the island. Her behavior, however, is more than the Davidsons can stand and soon Mr. Davidson confronts Sadie about her evil ways and offers salvation. When Sadie rebels and the attempted redemption does not go as planned, Davidson arranges to have her sent back to San Francisco, where she fled some years ago due to mysterious personal issues. Davidson soon becomes unhinged and thus begins a series of surprising events which culminate in disaster. 
actors: Joan Crawford, Walter Huston, Fred Howard
directors: Lewis Milestone
language: English
runtime: 94 min","Joan Crawford, Walter Huston, Fred Howard","For residents on the idyllic South Seas island of Pago Pago, life is simple until a boat arrives carrying two couples, the Davidsons (who are missionaries), the MacPhails and a prostitute named Sadie Thompson. Davidson is more than just a religious zealot; he's a mad man. When the boat, which was en route to another port, is temporarily stranded on the island due to a possible Cholera outbreak on-board, Sadie spends her time ""partying"" with the American soldiers stationed on the island. Her behavior, however, is more than the Davidsons can stand and soon Mr. Davidson confronts Sadie about her evil ways and offers salvation. When Sadie rebels and the attempted redemption does not go as planned, Davidson arranges to have her sent back to San Francisco, where she fled some years ago due to mysterious personal issues. Davidson soon becomes unhinged and thus begins a series of surprising events which culminate in disaster.",https://m.media-amazon.com/images/M/MV5BMTg1ODk3NDE0MF5BMl5BanBnXkFtZTgwMTc0MjUzMjE@._V1_SX300.jpg,Lewis Milestone,English,94 min
2905,2559,Sanjuro (Tsubaki Sanjûrô) (1962),"Action,Adventure,Drama","beautifully filmed,black and white,bleak,cinematography,corruption,criterion,culture clash,dramatic,enigmatic,forceful,golden palm,good soundtrack,gunfight,imdb top 250,irreverent,japan,japanese,kurosawa,masterpiece,meditative,melancholic,mentor,original,oscar (best foreign language film),reflective,samurai,storytelling,sword fight,sword fighting,talky,tense,violence,visceral,visual,visually appealing",3.675694450803518,tt0056443,"Movie's title: Sanjuro (Tsubaki Sanjûrô) (1962)
genres: Action,Adventure,Drama
tags: beautifully filmed,black and white,bleak,cinematography,corruption,criterion,culture clash,dramatic,enigmatic,forceful,golden palm,good soundtrack,gunfight,imdb top 250,irreverent,japan,japanese,kurosawa,masterpiece,meditative,melancholic,mentor,original,oscar (best foreign language film),reflective,samurai,storytelling,sword fight,sword fighting,talky,tense,violence,visceral,visual,visually appealing
plot: A wandering samurai, Sanjuro, is drawn into local politics. The Superintendent of a clan is plotting to take over the clan by implicating the Chamberlain in corrupt activities (activities the Superintendent is actually responsible for). Part of the plan involves killing off the Chamberlain's staff and, in protecting them, Sanjuro sides with them. The supporters are massively outnumbered so it will require all of Sanjuro's cunning and swordcraft to ensure the Superintendent does not succeed in his evil plan. 
actors: Toshirô Mifune, Tatsuya Nakadai, Keiju Kobayashi
directors: Akira Kurosawa
language: Japanese
runtime: 96 min","Toshirô Mifune, Tatsuya Nakadai, Keiju Kobayashi","A wandering samurai, Sanjuro, is drawn into local politics. The Superintendent of a clan is plotting to take over the clan by implicating the Chamberlain in corrupt activities (activities the Superintendent is actually responsible for). Part of the plan involves killing off the Chamberlain's staff and, in protecting them, Sanjuro sides with them. The supporters are massively outnumbered so it will require all of Sanjuro's cunning and swordcraft to ensure the Superintendent does not succeed in his evil plan.",https://m.media-amazon.com/images/M/MV5BYzllNDdhYmEtMGI5YS00YTk0LTlmNzMtNmM0MjNjYjBiN2JkXkEyXkFqcGc@._V1_SX300.jpg,Akira Kurosawa,Japanese,96 min
2906,2560,Random Hearts (1999),"Drama,Romance","adultery,betrayal,boring!,cheating,infidelity,tom clancy",2.787981446014276,tt0156934,"Movie's title: Random Hearts (1999)
genres: Drama,Romance
tags: adultery,betrayal,boring!,cheating,infidelity,tom clancy
plot: After the death of their loved ones in a tragic plane crash, Police Sergeant Dutch Van Den Broek (Harrison Ford) and U.S. Representative Kay Chandler (Dame Kristin Scott Thomas) find keys in the possessions their loved ones left behind. They realize the two had been having an affair and are determined to discover all of the details. 
actors: Harrison Ford, Kristin Scott Thomas, Charles S. Dutton
directors: Sydney Pollack
language: English
runtime: 133 min","Harrison Ford, Kristin Scott Thomas, Charles S. Dutton","After the death of their loved ones in a tragic plane crash, Police Sergeant Dutch Van Den Broek (Harrison Ford) and U.S. Representative Kay Chandler (Dame Kristin Scott Thomas) find keys in the possessions their loved ones left behind. They realize the two had been having an affair and are determined to discover all of the details.",https://m.media-amazon.com/images/M/MV5BY2Y1MzZmMDgtNzI5NS00ZWNjLTk2NDItNDRlZDkyZjY2ZjZlXkEyXkFqcGc@._V1_SX300.jpg,Sydney Pollack,English,133 min
2907,2561,Superstar (1999),Comedy,"cheerleading,comedy,dumb,funniest movies,funny,funny as hell,goofy,hilarious,off-beat comedy,sarcasm,saturday night live,silly fun,stupid,stupidity,very funny",2.8610176947896124,tt0167427,"Movie's title: Superstar (1999)
genres: Comedy
tags: cheerleading,comedy,dumb,funniest movies,funny,funny as hell,goofy,hilarious,off-beat comedy,sarcasm,saturday night live,silly fun,stupid,stupidity,very funny
plot: Orphan Mary Katherine Gallagher, an ugly duckling at St. Monica High School, has a dream: to kiss Sky, the most popular boy in school. She decides she can realize this dream if she becomes a superstar, so her prayers, her fantasies, and her conversations with her only friend focus on achieving super-stardom. Her big chance is a school talent contest; her main competition is Evian, the prettiest girl in school, who is dancing with Sky, Mary Katherine's crush. Mary Katherine gets some talent-show help from her fellow special education students, her grandma, and Jesus, and inspiration from secrets in her past. Watching are Sky, Evian, and a silent classmate. 
actors: Molly Shannon, Will Ferrell, Elaine Hendrix
directors: Bruce McCulloch
language: English
runtime: 81 min","Molly Shannon, Will Ferrell, Elaine Hendrix","Orphan Mary Katherine Gallagher, an ugly duckling at St. Monica High School, has a dream: to kiss Sky, the most popular boy in school. She decides she can realize this dream if she becomes a superstar, so her prayers, her fantasies, and her conversations with her only friend focus on achieving super-stardom. Her big chance is a school talent contest; her main competition is Evian, the prettiest girl in school, who is dancing with Sky, Mary Katherine's crush. Mary Katherine gets some talent-show help from her fellow special education students, her grandma, and Jesus, and inspiration from secrets in her past. Watching are Sky, Evian, and a silent classmate.",https://m.media-amazon.com/images/M/MV5BNzEwZGRiMzItMzY2Ny00NTBjLWE5ZTItOTE4Zjc5MmRiZDcyXkEyXkFqcGc@._V1_SX300.jpg,Bruce McCulloch,English,81 min
2908,2562,Boys Don't Cry (1999),Drama,"based on a true story,based on true story,brutal,brutality,cross dressing,disturbing,drama,dramatic,drinking,gay character,good soundtrack,great acting,hard to watch,heartbreaking,homophobia,identity,intimate,loneliness,male nudity,melancholic,obsession,original,oscar,oscar (best actress),oscar (best directing),oscar (best supporting actress),pornography,powerful ending,queer,rape,runaway,secrets,sexual,sexual abuse,sexuality,sexualized violence,small town,social commentary,touching,tragedy,transgender,true story",3.731732554885894,tt0171804,"Movie's title: Boys Don't Cry (1999)
genres: Drama
tags: based on a true story,based on true story,brutal,brutality,cross dressing,disturbing,drama,dramatic,drinking,gay character,good soundtrack,great acting,hard to watch,heartbreaking,homophobia,identity,intimate,loneliness,male nudity,melancholic,obsession,original,oscar,oscar (best actress),oscar (best directing),oscar (best supporting actress),pornography,powerful ending,queer,rape,runaway,secrets,sexual,sexual abuse,sexuality,sexualized violence,small town,social commentary,touching,tragedy,transgender,true story
plot: Based on actual events. Brandon Teena is the popular new guy in a tiny Nebraska town. He hangs out with the guys, drinking, cussing, and bumper surfing, and he charms the young women, who've never met a more sensitive and considerate young man. Life is good for Brandon, now that he's one of the guys and dating hometown beauty Lana; however, he's forgotten to mention one important detail. It's not that he's wanted in another town for GTA and other assorted crimes, but that Brandon Teena was actually born a woman named Teena Brandon. When his best friends make this discovery, Brandon's life is ripped apart. 
actors: Hilary Swank, Chloë Sevigny, Peter Sarsgaard
directors: Kimberly Peirce
language: English
runtime: 118 min","Hilary Swank, Chloë Sevigny, Peter Sarsgaard","Based on actual events. Brandon Teena is the popular new guy in a tiny Nebraska town. He hangs out with the guys, drinking, cussing, and bumper surfing, and he charms the young women, who've never met a more sensitive and considerate young man. Life is good for Brandon, now that he's one of the guys and dating hometown beauty Lana; however, he's forgotten to mention one important detail. It's not that he's wanted in another town for GTA and other assorted crimes, but that Brandon Teena was actually born a woman named Teena Brandon. When his best friends make this discovery, Brandon's life is ripped apart.",https://m.media-amazon.com/images/M/MV5BYTMwYWZkOWQtMDY4My00MzE5LThkODAtN2Q2Y2FmNzY3ZmE2XkEyXkFqcGc@._V1_SX300.jpg,Kimberly Peirce,English,118 min
2910,2563,"Ennui, L' (1998)","Drama,Romance","erotic,intimate,melancholic,nudity (full frontal - notable),nudity (full frontal),obsession,pornography,relationships,sexual",3.250419347425001,tt0168740,"Movie's title: Ennui, L' (1998)
genres: Drama,Romance
tags: erotic,intimate,melancholic,nudity (full frontal - notable),nudity (full frontal),obsession,pornography,relationships,sexual
plot: Martin is a middle-aged philosophy teacher in the midst of a mid-life crisis. Lacking direction or purpose in his life, he initiates an affair with Cécilia, a young artist's model who might have killed her former lover with the intensity of her sexual appetite. They share a purely erotic relationship as an intellectual abyss separates them. Before long, he needs to possess her and cannot resist a sharp descent into violent jealousy. 
actors: Charles Berling, Sophie Guillemin, Arielle Dombasle
directors: Cédric Kahn
language: French
runtime: 122 min","Charles Berling, Sophie Guillemin, Arielle Dombasle","Martin is a middle-aged philosophy teacher in the midst of a mid-life crisis. Lacking direction or purpose in his life, he initiates an affair with Cécilia, a young artist's model who might have killed her former lover with the intensity of her sexual appetite. They share a purely erotic relationship as an intellectual abyss separates them. Before long, he needs to possess her and cannot resist a sharp descent into violent jealousy.",https://m.media-amazon.com/images/M/MV5BODVkOGE4YjctNDBlMS00NDQ4LTg4YWYtOWQyMzhiYzE1M2MyXkEyXkFqcGc@._V1_SX300.jpg,Cédric Kahn,French,122 min
2911,2564,"Grandfather, The (Abuelo, El) (1998)",Drama,"beautiful,beautiful scenery,beautifully filmed,cinematography,foreign,grindhouse,latin america,love,melancholic,original,pornography,spain,spanish",3.2514862523839154,tt0176415,"Movie's title: Grandfather, The (Abuelo, El) (1998)
genres: Drama
tags: beautiful,beautiful scenery,beautifully filmed,cinematography,foreign,grindhouse,latin america,love,melancholic,original,pornography,spain,spanish
plot: An elderly man returns to Spain after spending some time in Peru looking for gold mines and losing his fortune. He returns because his son has died, leaving two daughters and a note stating that one of the two is a bastard child. The grandfather hopes to find out which is his true granddaughter. 
actors: Fernando Fernán Gómez, Rafael Alonso, Cayetana Guillén Cuervo
directors: José Luis Garci
language: Spanish
runtime: 151 min","Fernando Fernán Gómez, Rafael Alonso, Cayetana Guillén Cuervo","An elderly man returns to Spain after spending some time in Peru looking for gold mines and losing his fortune. He returns because his son has died, leaving two daughters and a note stating that one of the two is a bastard child. The grandfather hopes to find out which is his true granddaughter.",https://m.media-amazon.com/images/M/MV5BN2EzYTZmMzYtYjQ0ZS00MjMzLWI2NzgtZGZhMDg2OGNiMTIxXkEyXkFqcGc@._V1_SX300.jpg,José Luis Garci,Spanish,151 min
2912,2565,"Limey, The (1999)","Crime,Drama,Thriller","character study,cinematography,complicated plot,crime,death,dialogue,drama,enigmatic,father daughter relationship,gangster,gangsters,hit men,los angeles,narrated,non-linear,original,revenge,storytelling,stylish,stylized,twists & turns,vengeance,violence,violent,visual",3.5283539206422945,tt0165854,"Movie's title: Limey, The (1999)
genres: Crime,Drama,Thriller
tags: character study,cinematography,complicated plot,crime,death,dialogue,drama,enigmatic,father daughter relationship,gangster,gangsters,hit men,los angeles,narrated,non-linear,original,revenge,storytelling,stylish,stylized,twists & turns,vengeance,violence,violent,visual
plot: An ex-con, fresh out of prison, goes to L.A. to try to learn who murdered his daughter. However, he quickly finds that he is completely out of place with no understanding of the culture he finds. His investigations are helped by another ex-con. Together they learn that his daughter had been having an affair with a record producer, who is presently having an affair with another young woman. An aging actress, who also knew his daughter, forces him to look at his own failures as a father. The movie does focus on the drama of the situation and the inter-relationships of the characters and seldom slips into an action piece. 
actors: Terence Stamp, Peter Fonda, Lesley Ann Warren
directors: Steven Soderbergh
language: English
runtime: 89 min","Terence Stamp, Peter Fonda, Lesley Ann Warren","An ex-con, fresh out of prison, goes to L.A. to try to learn who murdered his daughter. However, he quickly finds that he is completely out of place with no understanding of the culture he finds. His investigations are helped by another ex-con. Together they learn that his daughter had been having an affair with a record producer, who is presently having an affair with another young woman. An aging actress, who also knew his daughter, forces him to look at his own failures as a father. The movie does focus on the drama of the situation and the inter-relationships of the characters and seldom slips into an action piece.",https://m.media-amazon.com/images/M/MV5BOGYzZTI5MGYtZjE2NS00Yzg3LTk5Y2UtNjY3ZDk3MWI3Njg2XkEyXkFqcGc@._V1_SX300.jpg,Steven Soderbergh,English,89 min
2913,2566,"Mating Habits of the Earthbound Human, The (1999)","Comedy,Sci-Fi",original,3.259985007996041,tt0165874,"Movie's title: Mating Habits of the Earthbound Human, The (1999)
genres: Comedy,Sci-Fi
tags: original
plot: An anthropologist from an alien planet provides voice-over commentary for a documentary look at human courtship, mating, and reproduction: ""complex, perverse, tragically beautiful: the earthbound human."" The commentary gets some of the details comically wrong (explaining the slap on a newborn's back: ""they don't like the looks of the child so they beat it""), but gets right the overall idea. We follow Billy and Jenny from their meeting at a club, initial misunderstandings, his losing her phone number, finally connecting, walks on the beach, soulful talks, meeting each other's parents, friends' advice, and the gradual taking of the relationship to new levels. 
actors: David Hyde Pierce, Mackenzie Astin, Carmen Electra
directors: Jeff Abugov
language: English
runtime: 88 min","David Hyde Pierce, Mackenzie Astin, Carmen Electra","An anthropologist from an alien planet provides voice-over commentary for a documentary look at human courtship, mating, and reproduction: ""complex, perverse, tragically beautiful: the earthbound human."" The commentary gets some of the details comically wrong (explaining the slap on a newborn's back: ""they don't like the looks of the child so they beat it""), but gets right the overall idea. We follow Billy and Jenny from their meeting at a club, initial misunderstandings, his losing her phone number, finally connecting, walks on the beach, soulful talks, meeting each other's parents, friends' advice, and the gradual taking of the relationship to new levels.",https://m.media-amazon.com/images/M/MV5BNWI4NTM2MmUtZjc0Zi00NDY4LTliNDYtODkyODA2YTZhY2QyXkEyXkFqcGc@._V1_SX300.jpg,Jeff Abugov,English,88 min
2914,2567,Molly (1999),"Comedy,Drama","big budget,destiny,doctors,lame,original,predictable,so bad it's funny",3.182517408723601,tt0143746,"Movie's title: Molly (1999)
genres: Comedy,Drama
tags: big budget,destiny,doctors,lame,original,predictable,so bad it's funny
plot: Autistic since birth, 28-year-old Molly McKay is a carefree young woman with an incredible zest for life. Her brother Buck McKay, a 32-year-old bachelor with a full social calendar and a booming career, has had little contact with Molly over the years until the institution that cares for her closes down. Now it's up to Buck to take his sister in...and that's turning into a full-time job. Daring, childlike and very energetic, Molly completely envelops her brother's life and turns his ordered world into chaos. Then just when Buck becomes desperate, Molly becomes a candidate for a new medical procedure that could cure her completely...but is it worth the risk? Molly sure thinks so...she's ready to experience everything. 
actors: Elisabeth Shue, Aaron Eckhart, Jill Hennessy
directors: John Duigan
language: English
runtime: 102 min","Elisabeth Shue, Aaron Eckhart, Jill Hennessy","Autistic since birth, 28-year-old Molly McKay is a carefree young woman with an incredible zest for life. Her brother Buck McKay, a 32-year-old bachelor with a full social calendar and a booming career, has had little contact with Molly over the years until the institution that cares for her closes down. Now it's up to Buck to take his sister in...and that's turning into a full-time job. Daring, childlike and very energetic, Molly completely envelops her brother's life and turns his ordered world into chaos. Then just when Buck becomes desperate, Molly becomes a candidate for a new medical procedure that could cure her completely...but is it worth the risk? Molly sure thinks so...she's ready to experience everything.",https://m.media-amazon.com/images/M/MV5BMTY0MTUxMjUwNl5BMl5BanBnXkFtZTcwNDczNzA2NA@@._V1_SX300.jpg,John Duigan,English,102 min
2915,2568,Risky Business (1983),Comedy,"1980s,80s,adolescence,awesome soundtrack,childhood,coming of age,coming-of-age,dancing,fun movie,girlie movie,good,good soundtrack,high school,mentor,original,pg-13,prostitution,rebellion,rock and roll,runaway,sexy,teen,teen movie,teenager,teenagers,teens,virginity",3.480201844932192,tt0086200,"Movie's title: Risky Business (1983)
genres: Comedy
tags: 1980s,80s,adolescence,awesome soundtrack,childhood,coming of age,coming-of-age,dancing,fun movie,girlie movie,good,good soundtrack,high school,mentor,original,pg-13,prostitution,rebellion,rock and roll,runaway,sexy,teen,teen movie,teenager,teenagers,teens,virginity
plot: A suburban Chicago teenager's parents leave on vacation, and he cuts loose. An unauthorised trip in his father's Porsche means a sudden need for lots of money, which he raises in a creative way. 
actors: Tom Cruise, Rebecca De Mornay, Joe Pantoliano
directors: Paul Brickman
language: English, German
runtime: 99 min","Tom Cruise, Rebecca De Mornay, Joe Pantoliano","A suburban Chicago teenager's parents leave on vacation, and he cuts loose. An unauthorised trip in his father's Porsche means a sudden need for lots of money, which he raises in a creative way.",https://m.media-amazon.com/images/M/MV5BM2ZkNDFlMDQtNmI0OS00YTQ1LTg4MDMtYjdhZTY1MjQzNmU5XkEyXkFqcGc@._V1_SX300.jpg,Paul Brickman,"English, German",99 min
2916,2569,Total Recall (1990),"Action,Adventure,Sci-Fi,Thriller","007 (series),action,action packed,adventure,alternate reality,amazing cinematography,arnold,big budget,cerebral,chase,clones,cloning,complex,conspiracy,cyberpunk,cyborgs,dreams,dystopia,dystopic future,fast paced,fight scenes,fun movie,future,futuristic,good,good action,mars,memory,mentor,mutants,original,original plot,philip k. dick,quotable,sci fi,sci-fi,science fiction,scifi,space travel,special effects,story,suspense,technology,violence,violent,virtual reality,visual,visually appealing,visually stunning,weapons",3.5498763015284966,tt0100802,"Movie's title: Total Recall (1990)
genres: Action,Adventure,Sci-Fi,Thriller
tags: 007 (series),action,action packed,adventure,alternate reality,amazing cinematography,arnold,big budget,cerebral,chase,clones,cloning,complex,conspiracy,cyberpunk,cyborgs,dreams,dystopia,dystopic future,fast paced,fight scenes,fun movie,future,futuristic,good,good action,mars,memory,mentor,mutants,original,original plot,philip k. dick,quotable,sci fi,sci-fi,science fiction,scifi,space travel,special effects,story,suspense,technology,violence,violent,virtual reality,visual,visually appealing,visually stunning,weapons
plot: Douglas Quaid is haunted by a recurring dream about a journey to Mars. He hopes to find out more about this dream and buys a holiday at Rekall Inc. where they sell implanted memories. But something goes wrong with the memory implantation and he remembers being a secret agent fighting against the evil Mars administrator Cohaagen. Now the story really begins and it's a rollercoaster ride until the massive end of the movie. 
actors: Arnold Schwarzenegger, Sharon Stone, Michael Ironside
directors: Paul Verhoeven
language: English
runtime: 113 min","Arnold Schwarzenegger, Sharon Stone, Michael Ironside",Douglas Quaid is haunted by a recurring dream about a journey to Mars. He hopes to find out more about this dream and buys a holiday at Rekall Inc. where they sell implanted memories. But something goes wrong with the memory implantation and he remembers being a secret agent fighting against the evil Mars administrator Cohaagen. Now the story really begins and it's a rollercoaster ride until the massive end of the movie.,https://m.media-amazon.com/images/M/MV5BZjRlMzBkOGMtMTA1Ny00ZWI4LTkzMDItOGVkNWJkN2E4ZTkwXkEyXkFqcGc@._V1_SX300.jpg,Paul Verhoeven,English,113 min
2917,2570,Body Heat (1981),"Crime,Thriller","adultery,atmospheric,betrayal,classic,clever,complicated,complicated plot,crime,crime gone awry,cynical,dialogue,erotic,film noir,great acting,great ending,greed,lawyer,lawyers,manipulation,murder,murder mystery,mystery,neo-noir,noir,obsession,ominous,oscar (best actress),plot twist,police investigation,pornography,sexy,stylish,surprise ending,suspense,tense,thriller,tricky,twist,twist ending,twists & turns",3.764917391920645,tt0082089,"Movie's title: Body Heat (1981)
genres: Crime,Thriller
tags: adultery,atmospheric,betrayal,classic,clever,complicated,complicated plot,crime,crime gone awry,cynical,dialogue,erotic,film noir,great acting,great ending,greed,lawyer,lawyers,manipulation,murder,murder mystery,mystery,neo-noir,noir,obsession,ominous,oscar (best actress),plot twist,police investigation,pornography,sexy,stylish,surprise ending,suspense,tense,thriller,tricky,twist,twist ending,twists & turns
plot: Ned Racine is a seedy small town lawyer in Florida. During a searing heatwave he's picked up by married Matty Walker. A passionate affair commences but it isn't long before they realise the only thing standing in their way is Matty's rich husband Edmund. A plot hatches to kill him but will they pull it off? 
actors: William Hurt, Kathleen Turner, Richard Crenna
directors: Lawrence Kasdan
language: English
runtime: 113 min","William Hurt, Kathleen Turner, Richard Crenna",Ned Racine is a seedy small town lawyer in Florida. During a searing heatwave he's picked up by married Matty Walker. A passionate affair commences but it isn't long before they realise the only thing standing in their way is Matty's rich husband Edmund. A plot hatches to kill him but will they pull it off?,https://m.media-amazon.com/images/M/MV5BMWZjNDE0ZDUtZTg3Ny00ZWNiLWExZDMtNTY3OWYxZDUzZjg1XkEyXkFqcGc@._V1_SX300.jpg,Lawrence Kasdan,English,113 min
2918,2571,Ferris Bueller's Day Off (1986),Comedy,"1980s,80s,adolescence,bullying,chicago,childhood,classic,classic car,clever,comedy,coming of age,cool,cult classic,cult film,excellent script,feel-good,friendship,fun,fun movie,funny,geeks,good,good soundtrack,great,great ending,great movie,high school,hilarious,imdb top 250,life philosophy,mentor,original,pg-13,quotable,rebellion,school,slackers,teacher,teen,teen movie,teenager,teenagers,teens,unlikely friendships",3.907840816389732,tt0091042,"Movie's title: Ferris Bueller's Day Off (1986)
genres: Comedy
tags: 1980s,80s,adolescence,bullying,chicago,childhood,classic,classic car,clever,comedy,coming of age,cool,cult classic,cult film,excellent script,feel-good,friendship,fun,fun movie,funny,geeks,good,good soundtrack,great,great ending,great movie,high school,hilarious,imdb top 250,life philosophy,mentor,original,pg-13,quotable,rebellion,school,slackers,teacher,teen,teen movie,teenager,teenagers,teens,unlikely friendships
plot: High school student Ferris Bueller wants a day off from school and he's developed an incredibly sophisticated plan to pull it off. He talks his friend Cameron into taking his father's prized Ferrari and with his girlfriend Sloane head into Chicago for the day. While they are taking in what the city has to offer school principal Ed Rooney is convinced that Ferris is, not for the first time, playing hooky for the day and is hell bent to catch him out. Ferris has anticipated that, much to Rooney's chagrin. 
actors: Matthew Broderick, Alan Ruck, Mia Sara
directors: John Hughes
language: English, German
runtime: 103 min","Matthew Broderick, Alan Ruck, Mia Sara","High school student Ferris Bueller wants a day off from school and he's developed an incredibly sophisticated plan to pull it off. He talks his friend Cameron into taking his father's prized Ferrari and with his girlfriend Sloane head into Chicago for the day. While they are taking in what the city has to offer school principal Ed Rooney is convinced that Ferris is, not for the first time, playing hooky for the day and is hell bent to catch him out. Ferris has anticipated that, much to Rooney's chagrin.",https://m.media-amazon.com/images/M/MV5BZWYwMjUxNjMtMzE0MC00NDM3LWIxMmQtYmEyNWVjNjdlZGZjXkEyXkFqcGc@._V1_SX300.jpg,John Hughes,"English, German",103 min
2919,2572,"Year of Living Dangerously, The (1982)","Drama,Romance,War","betrayal,corruption,dramatic,enigmatic,foreign,islam,journalism,oscar (best actress),oscar (best directing),oscar (best supporting actress),passionate,political,politics,revolution",3.7153310840353577,tt0086617,"Movie's title: Year of Living Dangerously, The (1982)
genres: Drama,Romance,War
tags: betrayal,corruption,dramatic,enigmatic,foreign,islam,journalism,oscar (best actress),oscar (best directing),oscar (best supporting actress),passionate,political,politics,revolution
plot: Guy Hamilton is a journalist on his first job as a foreign correspondent. His apparently humdrum assignment to Indonesia soon turns hot as President Sukarno electrifies the populace and frightens foreign powers. Guy soon is the hottest reporter on the story with the help of his photographer, half- Chinese dwarf Billy Kwan, who has gone native. Guy's affair with diplomat Jill Bryant also helps. Eventually Guy must face some major moral choices and the relationship between Billy and him reaches a crisis at the same time the politics of Indonesia does. 
actors: Mel Gibson, Sigourney Weaver, Linda Hunt
directors: Peter Weir
language: English, Tagalog, Filipino, Indonesian
runtime: 115 min","Mel Gibson, Sigourney Weaver, Linda Hunt","Guy Hamilton is a journalist on his first job as a foreign correspondent. His apparently humdrum assignment to Indonesia soon turns hot as President Sukarno electrifies the populace and frightens foreign powers. Guy soon is the hottest reporter on the story with the help of his photographer, half- Chinese dwarf Billy Kwan, who has gone native. Guy's affair with diplomat Jill Bryant also helps. Eventually Guy must face some major moral choices and the relationship between Billy and him reaches a crisis at the same time the politics of Indonesia does.",https://m.media-amazon.com/images/M/MV5BYzBmZTg1OWEtZGViNS00YWJiLWEzZTItMDgyMTEzNWQ1MDRmXkEyXkFqcGc@._V1_SX300.jpg,Peter Weir,"English, Tagalog, Filipino, Indonesian",115 min
